content,category
"In contrast to the relatively large number and diversity of inter -locked coordination cages18, only a few examples of purely organic cage catenanes have been reported to date. The first example was reported by Beer et al.23 They exploited a template effect of sulfate anions interacting with carbamate units to prearrange two tripodal precursor molecules in such a way that the end-capping of these via a copper-mediated 1,3-dipolar cycloaddition resulted in the formation of a triply interlocked cage dimer in 21% yield. One year later, in 2010, Cooper and co-workers described that by changing conditions for the synthesis of a [4?+?6] imine cage by adding catalytic amounts of trifluoroacetic acid to the reaction solution in acetonitrile or dichlo -romethane (DCM), these [4?+?6] imine cages form triply interlocked dimers24, which was proven by single-crystal X-ray diffraction. It was suggested that ¶– ®C¶–-stacking is most probably the driving force for the Received: 9 April 2021Accepted: 18 October 2022Published online: xx xx xxxx Check for updatesOrganisch-Chemisches Institut, Ruprecht-Karls-Universit?t Heidelberg, Heidelberg, Germany. ?e-mail: michael.mastalerz@oci.uni-heidelberg.deNature ChemistryArticle https://doi.org/10.1038/s41557-022-01094-wnon-interlocked species. By applying recycling gel-permeation chro -matography (r-GPC) with DCM as solvent, it was possible to separate the three compounds after multiple cycles (Fig. 2d and Supplementary Information, section 8).",affiliation
"? The Author(s) 2022, corrected publication 2023Nature ChemistryArticle https://doi.org/10.1038/s41557-022-01094-wMethodsSynthesis of (OMe-cube)2To a solution of TBTQ 1  (20?mg, 0.043?mmol) and 2,5-dimethoxy-  terephthaldehyde 3 (12.6?mg, 0.0649?mmol) in deuterated chloro -form (4?ml) in a screw-capped 8?ml glass vial, a catalytic amount of TFA (0.4?¶Ãl, 0.0052?mmol) was added and the reaction mixture was stirred at r.t. for 3?days. Afterwards, the crude reaction mixture was washed with aqueous K2CO3 solution (0.25?M, 3?°¡?2?ml), dried over Na2SO4 and concentrated under reduced pressure. The resulting red solid was immediately dissolved in DCM and purified by r-GPC (DCM, 30?°„C, 5?ml?min?1) to give 14?mg (46%) of (OMe-cube)2 as a yellow solid.",comprehensive synthesis
"a. Synt hesis of cages and catenanes  Synthesis of OH -cube    To a solution of TBTQ 1 (10 mg, 0.022 mmol) and 2,5 -dihydroxy -terephthaldehyde 2 (5.4 mg, 0.033 mmol) in de uterated chloroform (2 mL) in a screw -cap 8 mL glass vial, a catalytic amount of TFA (0.2 ¶ÃL, 0. 0026 mmol) was added and the reaction mixture  was stirred at RT for 18 hours. Afterwards, the reaction mixture was diluted with dichloromethane to a total volum e of 30 mL and the solution was stirred with saturated aq. solution of Na 2SO 4 (4 mL) at RT for t en minutes. The o rganic layer was separated, dried over Na 2SO 4 and concentrated to ~ 0.5 mL by rotary evaporation. Acetonitrile (4 mL) was added and the formed precipitate was separated by centrifugation technique.  The precipitate was sonicated in acetonit rile and separated by centrifugation techniqu e to give 12.2 mg (86%) of OH-cube  as a brown solid .",comprehensive synthesis
"Synthesis of 15N labelled *OH -cube    15N-labelled *OH-cube  was pre pared from TBTQ 14 (5 mg, 0.022 mmol) and 2 ,5-dihydroxy -terephthaldehyde 2 (2.7 mg, 0.033 mmol) in deuterated chloroform (1 mL) as described above for OH-cube . Yield: 5.4 mg (76%) of 15N-labelled * OH-cube  as a brown solid.",comprehensive synthesis
"9  Original protocol to get the mixture of mix of OMe -cube, (OMe -cube) 2 and  (OMe -cube) 3 OMe -cube (OMe -cube)2 (OMe -cube)3 To a solution of TBTQ 1 (20 mg, 0.043  mmol) and 2,5 -dimethoxy -terephthaldehyde 3 (12.6 mg, 0.0649 mmol) in deuterated chloroform  (4 mL) in a screw -capped 8 m L glass vial, a  catalytic amount of TFA (0.4 ¶ÃL, 0.0052 mmol) was added and the reaction mixture was stirred at RT for 3 days. Afterward, the crude reaction mixture was washed with aq. K 2CO 3 (0.25 M, 3 °¡ 2 mL) and dried over Na 2SO 4. After removal of the solvent by rotary  evaporation, the resulting red color solid was immediately dissolved in dichloromethane and injected into a r -GPC which clearly shows three peaks for  OMe -cube, (OMe -cube) 2 and  (OMe -cube) 3. (See Figure 390 for the GPC trace).",comprehensive synthesis
"Synthesis of OMe-cube (improv ed protocol)   To a solution of TBTQ 1 (5 mg, 0.01  mmol) and 2,5 -dimethoxy -terephthaldehyde 3 (3.1 mg, 0.016 mmol) in CHCl 3 (25 mL), a catalytic amount of TFA (0.01 ¶ÃL 0 .13 ¶Ã mol) was added and the reaction mixture was stirred at RT for 4 ho urs. Afterward, the reaction mixture was diluted with dichloromethane to a total volume of 52 mL and the solution was stirred with aq.",comprehensive synthesis
"solution of K 2CO 3 (0.25 M, 3°¡18 mL) at RT for five minutes each. The organic layer was dried over Na 2SO 4 and diluted to a  total volume of  150 mL with acetonitrile before the resulting solution was concentrated to 100 mL by rotary evaporation. The solution was again diluted to a total volume of 150 mL with the addition of acetonitrile and solvents were completely evaporated u nder reduced pre ssure. The obtained yellow solid was suspended in     10  acetonitrile (5 mL) and ultra -sonicated for 30 seconds. The resulting suspension was transferred into a centrifuge tube and the solid was separated by centrifugation technique. The solid was  repeatedly wash ed with acetonitrile (3 °¡ 8 mL) to give 6.6 mg (88%) of OMe -cube  as a yellow solid.",comprehensive synthesis
"Synthesis of OMe -cube in 1,1,2,2 tetrachloroethane (TCE)   To a solution of TBTQ 1 (5.4 mg, 0.01 2 mmol) and 2,5 -dimethoxy -terephthaldehyde 9 (3.1 mg, 0.016 mmol) in 1,1,2,2 tetrachloroethane (anhydrous, 2 mL), a catalytic amount of TFA (0.1 ¶ÃL, 0.0013 mmol) was added and the reaction mixture was stirred at R T for 2 hours. A saturated solution of aq. NaHCO 3 (2 mL) was added to the reaction mixture and it was further stirred at RT for 10 minutes. The organic layer was separated from the aqueous phase , washed with water (4 x 3 mL) and precipitated by adding meth anol into the organic layer (6 mL)  and left at RT for 4 hours.  The yellow precipitate was separated by centrifugation technique and     11  repeatedly washed with methanol (4 x 4 mL) to give 5.7 mg (76%) of OMe -cube  as a yellow solid.",comprehensive synthesis
"Synthesis of 15N labelled *OMe -cube in 1,1,2,2 tetrachloroethane (TCE)   15N-labeled *OMe -cube  was prepared from TBTQ 14 (5.3 mg, 0.0114 mmol) and 2,5-dimethoxy -terephthaldehyde 9 (3.1 mg, 0.016  mmol) in 1,1,2,2 tetrachloroethane (anhydrous , 2 mL) as described above. Yield:  5.9 mg (78%) of 15N labelled *OMe -cube  as a yellow solid.",comprehensive synthesis
"12  Synthesis of (OMe -cube) 2   To a solution of TBTQ 1 (20 mg, 0.04 3 mmol) and 2,5 -dimethoxy -terephthaldehyde 3 (12.6 mg, 0.0649 mmol ) in deuterated chloroform ( 4 mL) in a screw -capped 8 mL glass vial, a catalytic amount of TFA (0.4 ¶ÃL, 0.0052 mmol) was added and the reaction mixture was stirred at RT for 3 days. Afterward, the crude reaction mixture was washed with aq. K 2CO 3 solution (0.25 M, 3 °¡ 2 mL)  was dried over Na 2SO 4 and conc entrated under reduced pressure.",comprehensive synthesis
